categorie;link;address;contact;description;image;price;name;hours
Buffet;http://www.oubruncher.com/brunch-hotel-de-sers-75008-554.php;41, av pierre 1er de Serbie;153237513;Situé non loin de la place de l’Alma et des autres palaces parisiens, l’Hôtel de Sers offre un moment unique à ses brunchers. Dès notre arrivée, nous avons le droit à un accueil des plus chaleureux et une personne nous permet de choisir notre table. Une fois installé elle nous propose une boisson chaude puis nous emmène au buffet afin de nous expliquer en détail de quoi celui-ci est composé. Le personnel est très attentionné, toujours aimable et souriant. Un décor chic et élégant, une ambiance cosy, nous met à l’aise très rapidement. Le calme règne dans le restaurant ce qui permet de passer un moment de pure détente. Un petit patio arboré est placé au milieu de la salle, ce qui est surement très agréable en été. Passons maintenant au buffet Les boissons à volonté : Boissons chaudes : café, thés exotiques ou chocolat chaud Boissons froides : toutes sortes de jus de fruits Le buffet sucré est très varié : Croissant, pain aux raisins, pain au chocolat, chausson aux pommes, brioche, pancake, crêpe, gaufre, pain perdu, céréales, yaourt, fruit etc. Puis plusieurs types de pains pour faire de bonnes tartines à la confiture ou pâte à tartiner bio. Le buffet froid est également impressionnant : Gambas, langoustine, œufs Benedict, salade Caesar, salade de tomates et Mozzarella, penne au pesto, saumon fumé, potage, verrine de biche rôti etc. Les amateurs de fromages ne sont pas mis de côté, un large choix régalera tous les goûts. Et si, même à ce stade vous n’avez plus de place, le buffet des desserts saura vous donnez envie : Crème de riz soufflé et caramel, tartelette au chocolat, baba au rhum, mousse de framboise, brownie, macaron etc. Certes, le prix un peu élevé mais la qualité des mets et du service est irréprochable. Une très bonne après-midi à passer en famille, entre amis ou en couple.;http://www.oubruncher.com/photos1/554_3.jpg;69.00€;Brunch Hôtel de Sers;Horaires du brunch : Dimanche (11h30 - 15h30)
Prix;http://www.oubruncher.com/brunch-drole-d-endroit-montorgueil-75002-418.php;58 rue Montorgueil;142363643;Drôle d'Endroit Montorgueil est situé comme son nom l'indique sur la très célèbre rue Montorgueil avec notamment une très belle terrasse ensoleillée lors des beaux jours. Le brunch se décline en deux formules servies à l'assiette. Le rapport qualité/prix est très bon avec une formule à 18,50 euros composée des plats suivants : boisson chaude au choix, jus d'orange frais, tartine de pain (beurre, confiture et Nutella), un croissant, puis une belle assiette salée avec muffin toasté, œuf poché, sauce tartare et au choix : végétarien / jambon cru / saumon fumé tarama / bacon / dinde fumée accompagné de pousses de salade et de pommes de terre sautées, enfin pour finir salade de fruits frais maison. Pour la formule à 25 euros, rajoutez un cocktail, une pastilla de chèvre et un cheese cake à la place de la salade de fruits. Le quartier est idéal pour enchaîner ensuite sur un peu de shopping.;http://www.oubruncher.com/photos1/418_3.jpg;18.50€;Brunch Drôle d'endroit Montorgueil;Horaires du brunch : Samedi (11h00 - 17h00) & Dimanche (11h00 - 17h00)
Enfants;http://www.oubruncher.com/brunch-auvergne-a-paris-75015-1246.php;102, rue Blomet;148281153;"Bienvenue en Auvergne ! Cette brasserie typiquement Parisienne située face à la mairie du 15ème arrondissement de Paris vous accueille dans un cadre champêtre. Le brunch est composé d'un savoureux mélange d'ingrédients : boisson chaude au choix (café, crème, cappuccino, chocolat, thé), orange pressée (maison), ficelle du meilleur Ouvrier de France ""Frédéric Lalos"", toasts, beurre de baratte et confiture de Corrèze, viennoiseries. Ensuite arrivera une copieuse assiette composée d'œufs brouillés, fromage blanc et coulis de fruits rouges, pancake au sirop d'érable, saumon fumé, jambon fumé, ainsi qu'un verre de vin rosé à déguster avec modération ! Si vous souhaitez déguster un repas savoureux du terroir Français dans un cadre agréable et paisible, n'hésitez plus. L'établissement L'Auvergne à Paris, vous accueille tous les jours de 7h30 à 23h30 pour une pause brunch des plus agréables, avec à la carte un menu brunch unique à 18,50 euros.";http://www.oubruncher.com/photos1/1246_3.jpg;18.50€;Brunch Auvergne à Paris;Horaires du brunch : Semaine (07h30 - 23h30) & Samedi (07h30 - 23h30) & Dimanche (07h30 - 23h30)
Original;http://www.oubruncher.com/brunch-un-dimanche-a-paris-75006-567.php;4/6/8, Cour du Commerce Saint André;156811818;"Dans le très beau quartier de l'Odéon St Germain des Prés, le restaurant Un Dimanche à Paris vous propose tous les dimanches ses différentes formules brunch, entre 11h00 et 15h00. Créé il y a cinq ans dans les anciens remparts de Paris datant de 1210 (vous pourrez admirer la tour médiévale Philippe Auguste datant de cette époque), le lieu est le 1er concept-store de 800m2 entièrement dédié au chocolat. Un véritable univers de gourmandises tourné vers une clientèle aussi bien parisienne qu'internationale. Les mets proposés par les chefs talentueux sont inspirés de l'épice cacao. Plusieurs formules sont disponibles : La formule ""Un Dimanche à Paris"" à 38 euros offrant notamment : - Jus de fruits frais - Chocolat chaud maison, un café ou un thé - Yaourt aux billes de chocolat - Omelette aux tomates, herbes fraîches et saumon mariné ou omelette champignons, fromage, herbes fraîches et charcuteries du moment - Charcuteries du moment ou saumon mariné - Madeleine moelleuse à la vanille, tranche de cake et petits choux Paris-Brest - Pain Poîlane, beurre Bordier demi-sel, copeaux de chocolat noir - baguette, beurre demi-sel d'Echiré et confiture La formule ""Brunch Gourmet"" à 54 euros propose quant à elle : - Flûte de Champagne ou verre de vin, jus de fruits frais - Chocolat chaud maison, café ou thé - Salade de fruits frais et yaourt aux billes de chocolat - Foie gras au chocolat du Venezuela, rhubarbe pochée au Maury - Salade d'asperges, œuf poché - Tourte de lapin grillé, oignons rouges acidulés - Brochette de gambas et ananas - Saumon d'Ecosse à la tapenade - Madeleine moelleuse à la vanille, tranche de cake et petits choux Paris-Brest - Pain Poîlane, beurre Bordier demi-sel, copeaux de chocolat noir - Baguette, beurre demi-sel d'Echiré et confiture En somme, un brunch très qualitatif dans un cadre agréable, à déguster en famille ou entre amis !";http://www.oubruncher.com/photos1/567_3.jpg;38.00€;Brunch Un Dimanche à Paris;Horaires du brunch : Dimanche (11h00 - 14h00)
Buffet;http://www.oubruncher.com/brunch-les-salons-leopold-78720-2816.php;La Vallée, Route des Cascades;134852002;Le restaurant des Salons Léopold vous accueille pour son brunch dans un écrin de verdure à Cernay -la-Ville, au cœur de la Vallée de Chevreuse. Le cadre, tout simplement exceptionnel, vous garantit une évasion des plus délicieuses à seulement quelques kilomètres de Paris. Le forfait comprend déjeuner, boissons, vins, après-midi dansant et animations pour les enfants. Les produits sont faits maison ou proviennent directement de la ferme, un vrai gage de qualité que vos papilles sauront apprécier. Les buffets, très diversifiés, vous garantissent à coup sûr de trouver votre bonheur car ce n'est pas le choix qui manque : Buffet Réveil : - Mini-viennoiseries, pancakes, sirop d'érable, confitures, miel, beurre Salad'Bar : - 20 à 30 ingrédients variés et de saison (lors de notre visite : mozzarella, pommes de terre, thon, saumon, carottes râpées, saucisson, dinde, lentilles, haricots verts, etc.) Buffet Chaud : - Oeufs brouillés, lard grillé, plat chaud varié Buffet Terroir : - Buffet élaboré à partir des produits des fermes de la Vallée de Chevreuse, fromages, pain, velouté, potage ou Gaspachos Buffet Gourmand : - Gâteau au chocolat, poires au vin, pommes rôties, larmes Cernaysiennes (demandez au chef l'histoire de cette confiserie d'exception !), salade de fruits, brownies, brioches perdues, fromage blanc, bar a Cupcakes (assemblez et garnissez vos cupcakes selon vos goûts et vos envies), bar à glaces et sorbets Buffet Boissons : - Eau de source, jus d'orange, sirops, sélection de vins rouges, rosé et blanc, café, thé, chocolat chaud Après-midi Dansant de 15h à 18h et de nombreuses animations pour les enfants. Le tout dans une ambiance musicale animée soit par un accordéoniste soit par un DJ. Aux Salons Léopold, on ne vous presse pas pour terminer votre brunch (vous pouvez rester de 11h à 18h), c'est vraiment appréciable. Bref, toutes les conditions sont réunies pour passer un excellent après-midi aux Salons Léopold, on parie que vous vous laisserez tenter !;http://www.oubruncher.com/photos1/2816_3.jpg;39.00€;Brunch Les Salons Léopold;Horaires du brunch : Dimanche (11h00 - 18h00)
Terrasses;http://www.oubruncher.com/brunch-les-jardins-du-marais-75011-588.php;74 rue Amelot;140212220;Les Jardins du Marais disposent de 1500 m² de terrasse au milieu des différents bâtiments qui composent par ailleurs ce très grand hôtel 4 étoiles. Ce lieu unique et glamour propose une cuisine d'inspiration française contemporaine, qui se concrétise pour le brunch par un grand buffet disposé au milieu du jardin. Une fois munis de vos boissons chaudes et froides (jus d'orange ou de pamplemousse) servies à discrétion et accompagnées d'un panier de viennoiseries, le brunch peut commencer autour d'un buffet large et varié. Tartes et cakes salés, charcuteries espagnoles, plateau de fromages, verrines et salades composées (quinoa, pâtes et légumes du soleil, mesclun), tomates mozzarella s'accompagnent d'un assortiment de petits pains. Vous pourrez encore vous laisser tenter par le tarama avec ses blinis, le saumon fumé et la crème montée. Vous choisirez ensuite la cuisson de vos œufs (brouillés ou en omelette) et pourrez les accompagner de bacon, saucisses de volaille aux herbes ou pommes de terre sautées. L'expérience peut se poursuivre autour du sucré, tout aussi colossal et appétissant : céréales, cake au chocolat, pancakes, sirop d'érable, crêpes, Nutella, confitures et miel, fruits frais (un magnifique bol de fruits rouges était servi le jour de notre test), macarons et des bonbons pour séduire petits et grands. En bref, un brunch raffiné pour une merveilleuse parenthèse !;http://www.oubruncher.com/photos1/588_3.jpg;39.00€;Brunch Les Jardins du Marais;Horaires du brunch : Dimanche (11h00 - 15h00)
Buffet;http://www.oubruncher.com/brunch-jazzy-brunch-meridien-etoile-75017-66.php;81, boulevard Gouvion Saint Cyr;140683040;Le Jazzy Brunch du Méridien Etoile jouxte le jardin intérieur de l’hôtel, cette véritable bulle de verdure vous offre un décor aéré et lumineux : détendez-vous et brunchez dans une ambiance détendue et animée. Au rez-de-chaussée de l'hôtel Méridien, vous est proposé le Jazzy Brunch du Méridien Etoile, lieu de rendez-vous parfait pour un brunch dominical. Le lieu est vaste et permet à tous de se retrouver autour d’une table, alors qu'un trio de jazz anime le brunch. Le restaurant de style contemporain révèle une ambiance chaleureuse. Le brunch est constitué d'un grand buffet varié, généreux tant par la quantité que par la qualité des mets : pour le côté petit-déjeuner, les boissons chaudes (café, chocolat et large choix de thés) et froides (jus d'orange ou de pamplemousse) sont à volonté, tout comme les viennoiseries. Mais la vraie richesse du lieu commence au buffet salé : vous y trouverez un buffet de la mer (huîtres, moules, bulots, crevettes, et autres selon arrivages), terrine de viandes, moules marinées, antipasti, sushi, sashimi, maki, carpaccio de saint-jacques, melon, jambon, saucisson, tomates mozzarella, etc. Un buffet séparé vous propose également tapenade, hoummous et autres dips aux couleurs méditerranéennes. Après le buffet d'entrées et s'il vous reste encore un peu d'appétit (plus d'un serait rassasié après le buffet d'entrées, ne faites pas l'erreur de vous arrêter là, vous regretteriez de ne pas pouvoir goûter la suite), plusieurs plats chauds vous sont proposés, composés de viandes et de poissons avec leurs accompagnements. Enfin, les buffets de fromages et de desserts sont tout aussi variés que les précédentes étapes. Pour les desserts, les amateurs de pâtisseries seront servis avec gâteau au chocolat, macarons, cannelés, tiramisu, tartelettes aux fruits, crème brûlée, etc. Les plus raisonnables apprécieront également les salades de fruits, fromage blanc et autre soupe de fruits rouges. Pour compléter un tableau déjà presque parfait, le service est irréprochable, attentif et sympa. Le brunch n'est bien sûr pas à la portée de toutes les bourses mais bénéficie au final d'un excellent rapport qualité-prix en comparaison de nombreux restaurants aux prix similaires ou plus élevés sans nécessairement offrir un tel niveau de prestations. En été, une belle terrasse est ouverte. LA RESERVATION EST OBLIGATOIRE : Cliquer ici Parking : 1ère heure offerte au parking Le Méridien (accès direct dans le hall de l'hôtel);http://www.oubruncher.com/photos1/66_3.jpg;55.00€;Brunch Jazzy Brunch - Méridien Etoile;Horaires du brunch : Dimanche (12h30 - 15h00)
Luxe;http://www.oubruncher.com/brunch-prince-de-galles-75008-2362.php;33, avenue George V;153237852;La Scène vous accueille pour un brunch de luxe dans l'Hôtel Prince de Galles, joyaux Art Déco, sur la prestigieuse avenue George V. Vous retrouverez le brunch sous forme de buffet illimité, avec un large choix entre des plats chauds et froids, sucrés et salés. Vous pourrez commencer votre brunch avec de délicieuses viennoiseries, pains croustillants, jus de fruits frais, bref, tout ce qui compose un bon petit déjeuner ! Rendez-vous ensuite au buffet des entrées, dans un décor de marbre, cuir et macassar, où vous trouverez une large gamme de verrines, salades, produits de la mer et charcuteries ibériques à la découpe. Vous ne manquerez pas non plus le buffet des fromages de Marie Quatrehomme, meilleur ouvrier de France. Pour les plats, ils varient chaque semaine, mais vous aurez peut-être la chance de goûter au risotto crémeux aux asperges vertes, au suprême de canette au poivre de Sichuan ou au filet de petit loup au fenouil. Vous verrez vos aliments préparés en direct, la cuisine au milieu du restaurant est un véritable spectacle. Alors, si vous voulez goûter aux grillades cuites sous vos yeux, n'hésitez plus et laissez vous tenter par les gambas, viandes et bouchées au foie gras, cuisinées selon vos envies, au coeur du Patio ! Si vous êtes plus sushi, un véritable maître japonais est là pour vous servir. Il est temps de passer au dessert ! Macarons, kouglof, tartelettes, kouig-aman et bien d'autres pâtisseries vous seront proposées pour terminer en fanfare. Le chef Stéphanie Le Quellec et le Chef Pâtissier Yann Couvreur renouvellent leurs plats chaque semaine. Deux noms de prestige pour un rendez-vous gastronomique exceptionnel.;http://www.oubruncher.com/photos1/2362_3.jpg;103.00€;Brunch Prince de Galles;Horaires du brunch : Dimanche (12h00 - 15h00)
Enfants;http://www.oubruncher.com/brunch-buddha-bar-75008-1836.php;8/12 rue Boissy d’Anglas;153059000;Situé tout près de la Concorde, le Buddha Bar est connu pour ses nuits branchées parisiennes. Le lieu déploie 1 000 m2 de volumes majestueux, sur trois niveaux, articulés autour d’un Buddha monumental de près de 4 mètres de hauteur. L’atmosphère est très conviviale et chaleureuse avec notamment une sélection musicale distillée par les DJ résidents et la musique en live. Deux brunchs vous sont proposés au Buddha Bar : - Le brunch Parisien à 39€ - Le brunch Dandy à 46€ : Le brunch Parisien + au choix : coupe de champagne Henriot Brut, Bellini (cocktail), Perle de Rose (cocktail sans alcool) ou Dragon’Stail (smoothie). Composition du buffet : - Café, Thé, Chocolat - Jus d’orange & jus de pamplemousse frais - Jus de Légumes frais - Viennoiseries, Toasts & Pain - Bagels - Céréales - Yaourt nature, fruits & Fromage blanc - Assortiment de Charcuteries - Mesclun de salade - Tomate mozzarella di bufala - Soupe de Saison - Salade de poulet Buddha-Bar - Salade Caesar aux Crevettes - Saumon Fumé - Plateau de Fromages - Omelette nature et oufs brouillés - Roastbeef & Condiments - Saucisse de Veau - English Bacon - Nouilles Buddha-Bar - Pommes de Terre Grenaille - Bœuf au Basilic Thaï - Curry jaune de Volaille - Cabillaud Sauce Aigre Douce - Saumon Grillé - Riz à la Shanghaienne - Muffin & Pancake - Cheese cake - Allumette au chocolat - Tarte de saison - Salade de fruits On est zen, le temps s'arrête et on apprécie grandement le brunch et son large choix de plats !;http://www.oubruncher.com/photos1/1836_3.jpg;39.00€;Brunch Buddha Bar;Horaires du brunch : Dimanche (12h00 - 16h00)
Original;http://www.oubruncher.com/brunch-cafe-oz-denfert-75014-1631.php;3 Place Denfert-Rochereau;145387677;Le Café Oz, bar branché de la place Denfert-Rochereau situé dans le 14ème arrondissement de la capitale, vous ouvre ses portes tous les dimanches entre 11h30 et 16h00 pour ses formules brunch à volonté. Les buffets se composent de nombreux mets : viennoiseries, brioches, baguette, œufs brouillés, saucisses, bacon, jambon, salades composées, fromage, pancackes, crêpes... accompagnés de café, thé, chocolat et jus de fruits fraîchement pressés. Le Café Oz apporte une vraie originalité à son brunch en proposant chaque dimanche un thème différent : américain, italien, asiatique, mexicain, terroir... Une bonne raison d'y retourner régulièrement ! Aux beaux jours, vous pourrez profiter d'une grande et agréable terrasse ensoleillée à l'arrière du restaurant pour bruncher en toute tranquillité. Des animations ludiques et gratuites pour les enfants sont également proposées : maquillage, tatouage et autres. En somme, un brunch atypique, savoureux et copieux dans un cadre agréable !;http://www.oubruncher.com/photos1/1631_3.jpg;30.00€;Brunch Café Oz Denfert;Horaires du brunch : Dimanche (11h30 - 16h00)
Buffet;http://www.oubruncher.com/brunch-b3-au-restaurant-le-first-75001-50.php;234 rue de Rivoli;null;Situé rue de Rivoli, en face du parc des Tuileries, le First est le restaurant du prestigieux hôtel Westin Paris Vendôme. Le Restaurant a été entièrement redécoré en novembre 2006 par Jacques Garcia, créant un lieu luxueux, spacieux et chaleureux. Les nombreuses boiseries, le mobilier confortable, la musique d’ambiance font du restaurant un espace convivial et cosy. La vue dégagée sur le Jardin des Tuileries est également très appréciable. Le brunch B3 (brunch, buffet, bien-être) se présente sous la forme d’un buffet à la fois très copieux et de grande qualité. Les mets sont organisés en mini buffets : buffet d'entrées (délicieuse quiche aux légumes, saumon fumé, salades de pates, nombreuses verrines, huitres, crevettes, etc.), buffet de plats chauds (œufs brouillés traditionnels, saucisses, bacon, champignons, gigot accompagné de son gratin de blettes, magrets de canard, spaghettis, etc.), buffet de fromages, buffet de desserts (macarons, excellente tarte au chocolat, tarte au citron, mousse au chocolat, verrines, etc.), buffet de viennoiseries (mini-viennoiseries, divers pains, gâteaux, etc.). A noter, la présence d’un espace jus de fruits et de légumes frais et bios, les fruits et légumes étant pressés à la demande devant le client (ananas, pomme, carotte, etc.). Les boissons chaudes (café, thé, chocolat) sont irréprochables. Amateur de nouveautés, vous ne pourrez pas manquer le bar à Algues et le bar à douceurs surtout en sachant que vous y retrouverez les merveilles de la pâtisserie des rêves ! Vous pourrez également vous laisser tenter par la formule à 79€ avec une flûte de champagne Laurent Perrier, la formule Sprunch à 170€ incluant un soin Spa de la carte Spa Six Senses de l'hôtel (entre soins du visage, soins du corps et massages) suivi du brunch b3. LA RESERVATION EN LIGNE EST OBLIGATOIRE : Cliquer ici;http://www.oubruncher.com/photos1/50_3.jpg;69.00€;Brunch B3 au restaurant le First;Horaires du brunch : Dimanche (12h00 - 15h00)
Prix;http://www.oubruncher.com/brunch-le-comptoir-des-arts-75005-2768.php;100 rue Monge;145352834;Situé rue Monge, à la sortie du métro Censier-Daubenton, vous ne pouvez pas passer à côté du Comptoir des Arts ! Cet établissement peut se targuer de vous proposer deux ambiances pour son brunch : une plutôt calme à l'étage, où vous pourrez bruncher en toute tranquillité, l'autre un peu plus conviviale en bas. L'équipe du Comptoir des Arts est à vos petits soins, c'est très appréciable. Concernant le brunch, tout est fait maison, un vrai régal ! Commencez votre brunch par une boisson chaude (café, thé, chocolat) et une boisson fraîche (vous avez le choix parmi de nombreux jus). Vous pouvez également ajouter une coupe de champagne à votre brunch (+5€). Une assiette sucrée vous est servie et vous choisissez ensuite l'assiette salée de la Terre ou de la Mer. Lors de notre venue (le brunch peut légèrement varier d'un dimanche à l'autre), nous avons pu déguster : L'assiette sucrée : - Gaufre liégeoise et son coulis de fruits rouges - Véritable pain perdu à l'ancienne - Smoothie du jour - Fruits à croquer ET Assiette de la Terre : - Mini-chipos rôties au balsamique - Frites maison aux herbes - Toast de foie gras maison - Oeuf brouillé au lard croustillant OU Assiette de la Mer : - Sashimi de saumon fumé au sésame - Frites maison aux herbes - Toast d'anchois mariné au citron vert - Oeuf brouillé au oeufs de lump Excellente adresse pour un brunch d'un très bon rapport qualité/prix. En plus, le brunch varie chaque semaine notamment en fonction des produits du marché, une très bonne raison d'y retourner régulièrement et d'en faire votre nouveau QG !;http://www.oubruncher.com/photos1/2768_3.jpg;20.00€;Brunch Le Comptoir des Arts;Horaires du brunch : Dimanche (11h30 - 15h30)
Original;http://www.oubruncher.com/brunch-rroll-75018-2895.php;21 rue Custine;142513983;Rroll c'est un concept hybride entre salon de thé et échoppe à emporter que la rédaction adore ! Ouvert en décembre dernier Rroll a été imaginé par l'adorable et dynamique Camille qui imagine et confectionne maison des rolls originaux et délicieux. Vous commencerez par choisir votre boisson chaude (café, café latte, thé etc.) et votre jus pressé artisanal (pomme rhubarbe, pomme framboises, thé froid maison etc.). Arrive ensuite au choix : - un fromage blanc salé agrémenté de crudités, de graines et d'huile d'olive vierge extra de très bonne qualité - un muesli maison et fromage blanc - une soupe maison chaude ou froide selon la saison Place au roll ! Vous choisirez votre roll parmi les spécialités salées : chèvre, pesto et raisin, tomate confite et parmesan, Flammekueche, vous aurez envie de tous les goûter ! Enfin, vous terminerez ce sympathique brunch par un roll sucré parmi la fournée du jour : banane chocolat, pécan sirop d’érable, strudel, abricot fleur d'oranger, pomme cannelle etc. L'imagination de Camille est sans limite ! D'ailleurs elle propose chaque semaine une nouvelle recette sucrée ou salée, selon la saison et ses envies du moment. En résumé, Rroll propose un brunch original et fait maison d'un très bon rapport qualité-prix à découvrir. Attention Rroll ne prend pas de réservations.;http://www.oubruncher.com/photos1/2895_3.jpg;14.00€;Brunch Rroll;Horaires du brunch : Semaine (11h00 - 17h00) & Samedi (11h00 - 17h00) & Dimanche (11h00 - 17h00)
Prix;http://www.oubruncher.com/brunch-au-zaganin-75009-754.php;81, rue rochechouart;148781270;"Au 81, rue de Rochechouart, dans le 9e arrondissement de Paris, se trouve ""Au Zaganin"", un bistrot parisien à la cuisine de tradition française dans le style des années 40. La décoration est de bon goût et l'ambiance chaleureuse propice à la détente. Deux types de brunchs vous sont proposés : Classique ou Premium. Ils sont servis à l'assiette et de manière copieuse Le brunch Classique est à 20€ : -Velouté de légumes de saison, salade mêlée et croûtons - Œufs brouillés, poitrine fraîche caramélisée, frites de patate douce, - Jambon serrano ou saumon cru mariné - Fromage au lait cru, fromage blanc et marmelade de fruits - Salade de fruits frais, mini palmier - Petits pains, toasts, beurre, confitures - Jus de fruits frais, café américain à discrétion ou thé Le brunch Premium à 23,50 € est lui aussi copieux. Vous pourrez déguster : - Rillettes de la mer - Foie gras de canard sur pain d’épices - Velouté de légumes de saison, - Salade mêlée, fromage au lait cru, raisins secs et croûtons - Œufs brouillés, poitrine fraîche séchée, frites de patate douce - Fromage blanc et marmelade de fruits - Salade de fruits frais, mini palmier - Petits pains, toasts, beurre, confitures - Jus de fruits frais, café américain à discrétion ou thé Et pour chaque menu, moyennant 4,50€ de plus, vous pourrez prendre une option avec 3 huitres ""fine de claire n*3"". Et pour 5,50€ vous ajouterez un bloody-mary ou une coupe de champagne. L'accueil Au Zaganin est très chaleureux, le personnel gentil et prévenant, ce qui donne envie d'y retourner ! Réservations : 11h00 | 12h30 | 14h00 | 15h30 L'établissement est ouvert les jours fériés (sauf celui de Noël). *** Formule Drunch à 24,50€ Tous les vendredis et samedis sur réservation de 18h30 à 21h00 Menu : - Soupe de légumes de saison - Salade et ses crudités - Saumon façon gravlax et son shot de vodka - Cheeseburger sauce aigre douce - Frites de patate douce, Fromage au lait cru - Fruits de saison et crème fouettée - Gâteau pur chocolat Drunch de la mer avec 3 Huitres « fine de claire N°3 » 29€";http://www.oubruncher.com/photos1/754_3.jpg;20.00€;Brunch Au Zaganin;Horaires du brunch : Samedi (11h00 - 15h30) & Dimanche (11h00 - 15h30)
Enfants;http://www.oubruncher.com/brunch-tres-honore-75001-1163.php;35 Place du marché Saint Honoré;144869797;"On ne présente plus le Très Honoré, restaurant tendance de la place du marché Saint-Honoré. Ce restaurant lounge vous transporte dans un cadre à la fois contemporain et raffiné dans un esprit ""rétro-romantique"" original. Entre miroirs et baies vitrées, l'espace est très lumineux et agréable. Le Très Honoré propose une cuisine traditionnelle française, et revisite les classiques. Le brunch est entièrement à la carte, vous pourrez ainsi composer votre brunch en toute liberté. Un seul mot d'ordre : laissez-vous guider par vos envies du moment ! Très Honoré propose une sélection de cafés et thés de Constance ainsi que des jus de fruits pressés originaux (on a testé orange-carotte et citron-gingembre qu'on vous recommande). A moins que vous ne préfériez les jus detox delight. Ensuite, vous choisirez entre les sélections de plats emblématiques du brunch mais revisités par le Chef du Très Honoré : saumon fumé ""Petrossian"", œufs bénédict norvégiens, bacon cheese burger ou le cheese burger ""très honoré"". Enfin, vous terminerez votre brunch par une touche sucrée si vous le désirez, vous aurez l’embarras du choix parmi les douceurs du restaurant : cheese-cake, tarte au chocolat, churros chantilly et chocolat chaud ou encore l'incontournable Saint-Honoré.";http://www.oubruncher.com/photos1/1163_3.jpg;39.00€;Brunch Très Honoré;Horaires du brunch : Dimanche (12h00 - 16h00)
Original;http://www.oubruncher.com/brunch-les-pinces-75004-4013.php;29 rue du Bourg Tibourg;983564793;"Vous aimez le homard et voulez trouver un brunch original pour ce week-end ? Si vous ne connaissez pas encore le restaurant Les Pinces, c'est l'occasion de découvrir cet établissement très couru ouvert fin 2014 au cœur du Marais. Le brunch se compose d'un incontournable de la Maison, le ""Lobster roll"", un homard entier décortiqué dans un pain brioché toasté, suivi d'un dessert au choix parmi le crumble aux pommes accompagné de glace vanille, le cheese cake au coulis de fruits rouge ou la soupe de fraise. Vous terminerez avec une boisson chaude. Le prix reste très raisonnable à 35 euros avec une boisson, notamment une sélection de jus de fruits Alain Millat.";http://www.oubruncher.com/photos1/4013_3.jpg;35.00€;Brunch Les Pinces;Horaires du brunch : Samedi (12h30 - 14h30) & Dimanche (12h30 - 14h30)
Enfants;http://www.oubruncher.com/brunch-cafe-m-hyatt-paris-madeleine-75008-442.php;24, boulevard Malesherbes;155271234;Situé dans le 8ème arrondissement de Paris, le Café M est le restaurant de l'hôtel 5 étoiles Hyatt Paris Madeleine. Vous apprécierez la décoration contemporaine et la sérénité du lieu réalisé par le célèbre architecte Pascal Desprez. Le Café M est situé à 5 minutes de la place de la Madeleine et de la place Saint Augustin. Un délicieux brunch en buffet vous attend : - Boissons chaudes, beurre, miel et confitures - Jus de fruits frais, fruits de saison entiers et coupés - Sélection de viennoiseries et pains spéciaux - Sélection de céréales, fromage blanc et Bircher müesli - Yaourts fermiers de la ferme des peupliers - Jambon de Paris cuit au torchon et blancs de volailles rôtis - Bacon fumé et pommes de terre grenaille - Saumon fumé artisanal « à la ficelle » - Sélection de fromages affinés du moment - Assortiments de Pâtisseries et Petites Gourmandises Les plats chauds au choix : - Oeufs brouillés au saumon fumé artisanal - Oeufs Bénédicte, oeufs pochés, Muffin, jambon blanc, bacon, sauce hollandaise - Omelette aux Champignons & pousses de salade - Suprême de volaille jaune rôti, mousseline de pomme de terre, sauce truffée - Tartare de boeuf, salade verte et frites maison - Dos de cabillaud, étuvé de légumes au beurre d’agrumes, coriandre fraîche - Cheeseburger, salade verte et frites maison - Salade Caesar au bacon et au parmesan Formule brunch au champagne : 50€ la bouteille. Site web de l'établissement : http://bit.ly/1BprZuF;http://www.oubruncher.com/photos1/442_3.jpg;55.00€;Brunch Café M - Hyatt Paris Madeleine;Horaires du brunch : Dimanche (12h00 - 15h00)
